学校名称,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置,官网,经度,纬度
长沙市第十五中学,省重点,公办,中学,湖南省长沙市芙蓉中路二段337号,0731-5535153-8000,湖南省,长沙市,芙蓉区,,112.987037,28.174002
四川省江油中学,省重点,公办,中学,四川省江油市长城大道,0816-8180018 0816-3652670,四川省,绵阳市,江油市,,104.755008,31.761841
湘潭县第四中学,省重点,公办,中学,湖南省湘潭市排头乡同心村,0731-57262108,湖南省,湘潭市,湘潭县,,112.720816,27.534063
河北师范大学附属中学,省重点,公办,中学,河北省石家庄市中山东路315号,0311--6047521,河北省,石家庄市,,,114.53004,38.04344
垦利县垦利镇第一中学（垦利一中）,省重点,公办,中学,山东省东营市垦利县垦利镇政府驻地,0546-2527159,山东省,东营市,垦利县,,118.58224,37.560066
四川省大邑中学,省重点,公办,中学,四川省大邑县晋原镇邑新大道188号,028-88296990（行办） 028-88280346（信息中心）,四川省,成都市,大邑县,,103.528687,30.570384
云南玉溪市第四中学,省重点,公办,中学,云南省玉溪市红塔区文化路11号,0877-2023863,云南省,玉溪市,红塔区,,102.542884,24.346192
佛山市南庄高级中学,省重点,公办,中学,佛山市禅城区南庄镇南庄高中,0757-85333234,广东省,佛山市,禅城区,,113.0,23.0
秦皇岛市第三中学,省重点,公办,中学,河北省秦皇岛市河北大街中段92号,0335-3032316,河北省,秦皇岛市,,,119.613048,39.935939
上海市民办平和学校,市重点,民办,中学,上海市浦东新区黄杨路261号,021-50312340,上海市,上海市,浦东新区,,121.589868,31.24026
北京师范大学附属杭州中学（勇进中学）,市重点,公办,中学,浙江省杭州市上城区惠民路5号,0571-87087340,浙江省,杭州市,上城区,,120.182321,30.222619
南京市人民中学,省重点,公办,中学,江苏省南京市玄武区中山路178号,025-68537008,江苏省,南京市,玄武区,,118.784951,32.048824
广州市越秀区二中应元学校（二中应元）,省重点,民办,中学,广东省广州市越秀区应元路7号,020-83560977转8822、8823 020-83567292,广东省,广州市,越秀区,,113.262884,23.134852
贵阳市第六中学,省重点,公办,中学,贵阳市中华北路238号　,0851-6824704,贵州省,贵阳市,云岩区,,106.708647,26.596741
南宁市天桃实验学校（初中部）,市重点,公办,中学,广西壮族自治区南宁市青秀区教育路2号 东葛路,0771-5326203 	 15907713598,广西,南宁市,青秀区,,108.338714,22.81756
淄博市桓台县鱼龙中学,省重点,公办,中学,山东省淄博市桓台县起凤镇中心街8号,0533-8681393,山东省,淄博市,桓台县,,118.101557,37.065387
长沙市田家炳实验中学,省重点,公办,中学,湖南省长沙市芙蓉区古汉路1号,0731-2686278,湖南省,长沙市,长沙县,,113.024848,28.205559
青海市湟川中学,省重点,公办,中学,青海省西宁市城西区海晏路苏家河湾2号,0971-6318636,青海省,西宁市,城西区,,101.69884,36.645254
太原市第三十七中学,省重点,公办,中学,山西省太原市迎泽区文源西巷29号,0351-2027695,山西省,太原市,迎泽区,,112.548167,37.854906
平度市西关中学,省重点,公办,中学,山东省青岛市南京路,0532-88336677,山东省,青岛市,平度市,,119.933663,36.796278
武汉市水果湖高级中学,省重点,公办,中学,武汉市武昌区东湖路74号,027-87231067,湖北省,武汉市,武昌区,,114.346308,30.549214
嘉兴市秀州中学,省重点,公办,中学,浙江省嘉兴市禾兴北路1309号 南湖区大新路秀洲中学,0573—82221518  82225758,浙江省,嘉兴市,,,120.741999,30.796588
云南省腾冲第一中学（腾冲一中）,省重点,公办,中学,云南省腾冲县腾越镇山源社区沙家巷小区1号,0875-5131137,云南省,保山市,腾冲县,,98.488733,25.022833
山东省青州市第一实验中学（青州第一实验中学）,省重点,公办,中学,青州市云门山北路1791号,0536-7556489,山东省,潍坊市,,,118.529405,36.621091
宁波市第四中学,省重点,公办,中学,浙江省宁波市文教路125号,（0574） 87200104  87200107,浙江省,宁波市,,,121.538798,29.897906
临沂市实验中学,省重点,公办,中学,山东省临沂市兰山区八一路54号,0539-8313500,山东省,临沂市,兰山区,,118.341221,35.054084
张家界市民族中学,省重点,公办,中学,湖南省张家界市紫舞西路,:0738-8352158,湖南省,张家界市,永定区,,110.449838,29.135942
广州市越秀外国语学校（第二十七中学）,区重点,公办,中学,广州市盘福路98号,020-83545876,广东省,广州市,越秀区,,113.260525,23.134993
上海市九峰实验学校,区重点,民办,中学,上海市松江方塔北路319号,021-67830310,上海市,上海市,松江区,,121.247661,31.01041
自贡市旭川中学,省重点,公办,中学,,,四川省,自贡市,,,104.777211,29.328062
杭州市第十五中学（高中）,省重点,公办,中学,浙江省杭州玉古路165号,0571-87979102-8802,浙江省,杭州市,,,120.127484,30.267329
无锡市洛社高级中学,省重点,公办,中学,江苏省无锡市洛社镇新兴东路,0510-83306789,江苏省,无锡市,,,120.193018,31.638705
华师大第一附属中学（华师大一附中）,市重点,公办,中学,上海市虹口区虹镇老街158号,021-65033319 55958855-8009,上海市,上海市,虹口区,,121.501652,31.265693
武汉中学,省重点,公办,中学,武汉市武昌区粮道街275号,（027）88912006 88912096,湖北省,武汉市,武昌区,,114.311815,30.547748
宁波市鄞州高级中学,省重点,公办,中学,浙江省宁波市鄞州区首南街道,0574 - 88185222 88185233,浙江省,宁波市,鄞州区,,121.526474,29.802834
兰州大学附属中学（兰州市第三十三中学）,省重点,公办,中学,甘肃省兰州市城关区一只船南街2号,0931-8846809,甘肃省,兰州市,城关区,,103.853294,36.046038
安徽省铜陵市第一中学（铜陵一中）,市重点,公办,中学,安徽省铜陵市学院路601号,0562-2808369,安徽省,铜陵市,,,117.833822,30.934187
苏州市第四中学,省重点,公办,中学,苏州市姑苏区宝城桥街8号,0512-67273118 0512-67285649,江苏省,苏州市,沧浪区,,120.608032,31.319566
浙江金华第一中学（金华一中）,省重点,公办,中学,浙江省金华市金东区光南路1588号,0579-82190728,浙江省,金华市,,,119.713257,29.105185
石家庄第十七中学,省重点,公办,中学,河北省石家庄市新华区华西路136号,0311-87883496,河北省,石家庄市,桥西区,,114.474318,38.045238
湖北省长阳一中,省重点,公办,中学,湖北长阳龙舟坪镇秋潭路158号,0717—5322245,湖北省,宜昌市,长阳土家族自治县,,111.19517,30.479829
福州连江第一中学（连江一中）,省重点,公办,中学,福建省福州市连江县八一六东路223号,0591-26232258,福建省,福州市,连江县,,119.545525,26.19683
宁波鄞州姜山中学,省重点,公办,中学,宁波市鄞州区天童南路2727号,0574-88453226 88453248,浙江省,宁波市,鄞州区,,121.54375,29.76625
江苏省梅村高级中学,省重点,公办,中学,江苏省无锡新区梅村街道梅育路63号,0510-88158001 0510-88151780,江苏省,无锡市,滨湖区,,120.43614,31.537947
湘潭市第四中学,省重点,公办,中学,湖南省湘潭市韶山东路300号,15173752637,湖南省,湘潭市,雨湖区,,112.91866,27.868059
四川省犍为第一中学（犍为一中）,省重点,公办,中学,四川省乐山市犍为县滨江路282号,4221058,四川省,乐山市,犍为县,,103.945526,29.212952
湖北省钟祥市第一中学（钟祥一中）,省重点,公办,中学,湖北省荆门郢中镇兰台路6号,0724-4242360,湖北省,荆门市,钟祥市,,112.625385,31.160835
上海市复旦初级中学,区重点,公办,中学,上海市长宁区新华路329弄43号,021-62800694 021-62803624,上海市,上海市,长宁区,,121.428252,31.202461
南京文枢中学（高中部）,市重点,公办,中学,南京市仙鹤街88号,025-86623014,江苏省,南京市,秦淮区,,118.784,32.032281
张家口市宣化一中,省重点,公办,中学,河北省张家口市宣化区天泰寺街20号,0313--3019336 3050234,河北省,张家口市,,,115.056657,40.612303
吉安永丰中学,省重点,公办,中学,江西省吉安市永丰县,,江西省,吉安市,永丰县,,115.42619,27.332242
余江县第一中学（余江一中）,省重点,私立,中学,江西省鹰潭市余江县白塔路,0701-5885968,江西省,鹰潭市,余江县,,116.835648,28.200215
唐山市开滦第一中学（开滦一中）,省重点,公办,中学,河北省路北区北新东道19号,0315-3726097,河北省,唐山市,路北区,,118.152406,39.621017
青岛市第二中学（青岛二中）,省重点,公办,中学,青岛市高新区松岭路70号,0532-88907255,山东省,青岛市,崂山区,,120.485673,36.112752
北京市中关村中学,市重点,公办,中学,北京市海淀区科学院南路甲14号,010-62563097,北京市,北京市,海淀区,,116.327571,39.978492
河口区第一中学（河口一中）,省重点,公办,中学,山东省东营市河口区海宁路167号,0546-3651772,山东省,东营市,河口区,,118.50168,37.854767
绍兴市绍兴县鉴湖中学,省重点,公办,中学,绍兴县城柯桥华舍街道,0575-85640578,浙江省,绍兴市,绍兴县,,120.444972,30.042716
上海同济大学附属存志学校（民办存志中学）,市重点,民办,中学,上海市杨浦区许昌路1474号,021-65036236  021-65029970,上海市,上海市,杨浦区,,121.514464,31.270838
武汉市武珞路中学,省重点,公办,中学,武汉市武昌区武珞路287号,027-62125226,湖北省,武汉市,武昌区,,114.328849,30.536818
郑州市铁六中学（106中学）,省重点,公办,中学,河南省郑州市中原东路124号,0371-68354159,河南省,郑州市,中原区,,113.764683,34.772505
洛阳市第八中学,省重点,公办,中学,河南省洛阳市洛龙区龙门大道561号,0379-65967928,河南省,洛阳市,洛龙区,,112.476204,34.6075
衡水市滏阳中学,省重点,民办,中学,衡水市桃城区程富路6号,0318-2819920 2693098,河北省,衡水市,桃城区,,115.720117,37.718872
湘潭市湘潭县凤凰中学,省重点,民办,中学,湖南省湘潭市湘潭县凤凰路,（0731）52520068,湖南省,湘潭市,湘潭县,,112.954675,27.785366
江苏阜宁中学,省重点,公办,中学,江苏省盐城市阜宁县香港路385号,0511-88324011,江苏省,盐城市,阜宁县,,119.794906,33.766206
金川公司第一高级中学（金川公司第一高中）,省重点,公办,中学,甘肃省金昌市金川区,0931-3685702,甘肃省,金昌市,金川区,,102.181839,38.501244
太原市第三十六中学（太原36中）,省重点,公办,中学,山西省太原市迎泽区南内环街161号,0351-7235114,山西省,太原市,迎泽区,,112.547207,37.838399
兰州市第五十八中学（兰炼一中）,省重点,公办,中学,甘肃省兰州市福利东路212号,0931-7557011,甘肃省,兰州市,西固区,,103.649489,36.085602
杭州市第十一中学（杭十一中）,省重点,公办,中学,杭州市拱墅区八丈井东路150号,0571-88354070  88317292,浙江省,杭州市,拱墅区,,120.160833,30.302786
合肥市第九中学,省重点,公办,中学,安徽省合肥市长江中路89号,0551-2675343,安徽省,合肥市,,,117.292833,31.861536
三亚市实验中学,省重点,公办,中学,海南省三亚市三亚河东路82,（0898）88275836,海南省,三亚市,,,109.513092,18.23932
杭州市第九中学,市重点,公办,中学,杭州市双菱路152号,0571-86952345 86046239 86968576,浙江省,杭州市,江干区,,120.195811,30.260507
北京师范大学附属中学（北师大附中）,省重点,公办,中学,北京市西城区南新华街18号,010-63014680-207,北京市,北京市,西城区,,116.385461,39.897732
北京东直门中学,市重点,公办,中学,北京市东直门内北顺城街2号,010-64045131,北京市,北京市,东城区,,116.431496,39.944633
浙江省宁海中学,省重点,公办,中学,宁海县学勉路宁海中学,0574-65578520 65578544,浙江省,宁波市,宁海县,,121.445924,29.310566
福建师范大学第二附属中学（福建师大二附中）,省重点,公办,中学,福建省福州市马尾区G15沈海高速出口,0591-42541265,福建省,福州市,马尾区,,119.45987,26.001828
河北省泊头市第一中学（泊头一中）,省重点,公办,中学,泊头市解放西路,0317-8182820,河北省,沧州市,泊头市,,116.563326,38.073293
成都市石室联合中学（石室联中）,市重点,公办,中学,老校区：四川省成都市陕西街29号/新校区成都市蜀辉路239号,028-86113484 	 86113434,四川省,成都市,青羊区,,104.026511,30.676276
江苏省沙溪高级中学,省重点,公办,中学,苏州市太仓市沙溪镇南院路,0512-53228802,江苏省,苏州市,太仓市,,121.061672,31.564841
上海市复旦中学,市重点,公办,中学,上海市长宁区华山路1626号,021-62800172   62800437,上海市,上海市,长宁区,http://www.fdhs.org,121.434303,31.203273
哈尔滨市阿城区第一中学（阿城一中）,省重点,公办,中学,黑龙江省哈尔滨市阿城区延川大街1号,0451-53960666,黑龙江,哈尔滨市,阿城市,,126.972028,45.521553
合肥工业大学附属中学（工大附中）,省重点,公办,中学,安徽省合肥市宁国南路103号,0551-2905969,安徽省,合肥市,蜀山区,,117.290464,31.842856
