学校名称,省份,城市,区县,办学类型,办学性质,官方地址,官方网址,官方电话,电子邮箱,创建时间,占地面积(亩),隶属于,学校地址,学历证书,国家级示范学校,国家级重点学校,省级示范学校,省级重点学校,市级重点学校,省级高水平中等职业学校,市级示范学校,开设专业
郧县郧阳科技学校,湖北,十堰市,郧阳区,中等专业学校,,湖北十堰市郧阳区,--,--,--,,,--,--,--,,,,,,,,{}
恩施市民族职业技术学校,湖北,恩施土家族苗族自治州,恩施市,中等专业学校,,湖北恩施土家族苗族自治州恩施市,--,--,--,,,--,--,--,,,,,,,,{}
哈尔滨航运学校,黑龙江,哈尔滨市,松北区,中等专业学校,公办,黑龙江哈尔滨市松北区,http://www.harbinss.com,0451-88919182,--,1984,101,黑龙江省交通运输厅,黑龙江省哈尔滨市松北区船厂路1号,--,,,,是,,,,"{'水利工程与管理类': ['水利水电工程施工'], '船舶与海洋工程装备类': ['船舶电气装置安装与调试'], '水上运输类': ['船舶驾驶', '轮机维护与管理', '邮轮乘务'], '计算机类': ['计算机应用'], '通信类': ['现代通信技术应用'], '旅游类': ['旅游服务与管理', '高星级饭店运营与管理']}"
黑龙江省商务学校,黑龙江,哈尔滨市,道外区,中等专业学校,公办,黑龙江哈尔滨市道外区,http://www.hljswxx.cn,0541-57624287,--,1952,--,黑龙江省供销合作社联合社,哈尔滨市道外区南直路496号,--,,是,是,,,,,"{'道路运输类': ['汽车服务与营销', '汽车运用与维修', '汽车车身修复'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机应用', '计算机网络技术', '数字媒体技术应用'], '财务会计类': ['会计事务'], '工商管理类': ['市场营销'], '电子商务类': ['电子商务'], '物流类': ['物流服务与管理'], '旅游类': ['旅游服务与管理', '高星级饭店运营与管理'], '餐饮类': ['西餐烹饪']}"
黑龙江省工程学校,黑龙江,哈尔滨市,香坊区,中等专业学校,公办,黑龙江哈尔滨市香坊区,http://www.dbgcjsxx.org.cn,0451-58856133,--,1983,50,黑龙江省地质矿产局,哈尔滨市香坊区化工路21号,--,,是,,是,,,,"{'资源勘查类': ['国土资源调查(土地资源调查)', '国土资源调查(地质矿产调查)'], '道路运输类': ['汽车运用与维修(汽车运行与维护)', '汽车运用与维修(汽车电子检测)', '汽车运用与维修(汽车美容与装潢)', '汽车运用与维修(整车与配件营销)'], '航空运输类': ['航空服务(商务助理)', '航空服务(空中乘务)', '航空服务(安检与地勤)', '航空服务(地铁运营与管理)', '航空服务(高铁服务)', '航空服务(地铁服务)'], '计算机类': ['计算机应用(数字媒体艺术)', '计算机应用(游戏影视动画)', '计算机应用(虚拟现实VR)', '计算机应用(增强现实AR)', '计算机应用(环艺设计)', '计算机应用(新媒体视觉设计)', '计算机应用(数据科学与大数据技术)'], '电子商务类': ['电子商务(数字媒体)', '电子商务(平面设计)', '电子商务(网页制作)', '电子商务(网络运营与管理)', '电子商务(速录)'], '': ['(幼师)', '(美术教育)', '(音乐教育)']}"
哈尔滨市双城区职业技术教育中心学校,黑龙江,哈尔滨市,双城区,中等专业学校,公办,黑龙江哈尔滨市双城区,https://sczjzx.hrbeduy.com,0451-53163588,--,1964,113,哈尔滨市双城区教育局,双城区腾达大街2号,--,,是,,,,,,"{'机械设计制造类': ['机械加工技术', '焊接技术应用'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '艺术设计类': ['美发与形象设计'], '教育类': ['幼儿保育']}"
延寿县职业技术教育中心学校,黑龙江,哈尔滨市,延寿县,中等专业学校,公办,黑龙江哈尔滨市延寿县,--,0451-53015597,--,1982,60,延寿县教育局,延寿县延寿镇开发区南泰山路6号,--,,,,,,,,"{'农业类': ['作物生产技术', '农机设备应用与维修'], '机械设计制造类': ['数控技术应用'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务']}"
哈尔滨轻工业学校,黑龙江,哈尔滨市,道里区,中等专业学校,公办,黑龙江哈尔滨市道里区,http://www.hrbqgyxx.com,0451-51956066,hqxzsb2008@163.com,1958,155,哈尔滨市教育局,哈尔滨市道里区朗江路168号,--,是,是,,,,,,"{'建筑设计类': ['建筑装饰技术'], '建筑设备类': ['建筑智能化设备安装与运维'], '房地产类': ['物业服务'], '机械设计制造类': ['机械制造技术(机械加工与设备维修)', '机械制造技术(增材制造技术应用)', '数控技术应用', '焊接技术应用'], '自动化类': ['工业机器人技术应用', '机电技术应用'], '航空装备类': ['无人机操控与维护'], '食品类': ['食品加工工艺(食品加工与营养检测)', '食品加工工艺(烘焙与裱花)'], '药品与医疗器械类': ['制药技术应用', '生物制药工艺'], '铁道运输类': ['铁道工程施工与维护'], '道路运输类': ['汽车运用与维修', '新能源汽车运用与维修']}"
哈尔滨市商业学校,黑龙江,哈尔滨市,道外区,中等专业学校,公办,黑龙江哈尔滨市道外区,https://www.hsyxx.org.cn,0451-57683007,--,1958,--,哈尔滨市教育局,哈市道外区东直路371号,--,,,,是,,,,"{'汽车制造类': ['新能源汽车制造与检测'], '道路运输类': ['汽车运用与维修', '汽车美容与装潢'], '电子信息类': ['服务机器人装配与维护'], '计算机类': ['计算机应用', '计算机网络技术'], '财务会计类': ['会计事务'], '工商管理类': ['市场营销'], '电子商务类': ['电子商务', '跨境电子商务'], '旅游类': ['旅游服务与管理', '高星级饭店运营与管理'], '餐饮类': ['中餐烹饪', '西餐烹饪', '中西面点'], '艺术设计类': ['美发与形象设计', '美容美体艺术', '工艺美术(室内设计)', '艺术设计与制作']}"
哈尔滨市卫生学校,黑龙江,哈尔滨市,道里区,中等专业学校,公办,黑龙江哈尔滨市道里区,http://www.hrbswx.com,0451-84637718,--,,,--,--,--,,,,是,,,,"{'护理类': ['护理(涉外护理)', '护理(口腔护理)', '护理(老年护理)'], '药学类': ['药剂'], '中医药类': ['中医护理'], '医学技术类': ['医学检验技术'], '康复治疗类': ['康复技术']}"
哈尔滨市滨才交通服务中等职业技术学校,黑龙江,哈尔滨市,松北区,中等专业学校,民办,黑龙江哈尔滨市松北区,http://www.bincaiedu.com,0451-55072255,--,,,--,--,--,,,,,,,,{}
哈尔滨医护卫生学校,黑龙江,哈尔滨市,呼兰区,中等专业学校,民办,黑龙江哈尔滨市呼兰区,https://www.hrbwx.net,0451-86167222,--,,,--,--,--,,,,,,,,{}
哈尔滨现代艺术设计职业技术学校,黑龙江,哈尔滨市,南岗区,中等专业学校,民办,黑龙江哈尔滨市南岗区,http://www.68888.cc,0451-88019222,200867068@qq.com,,,--,--,--,,,,,,,,"{'林业类': ['园林技术'], '建筑设计类': ['建筑装饰技术'], '电子信息类': ['物联网技术应用'], '计算机类': ['计算机平面设计'], '电子商务类': ['电子商务'], '艺术设计类': ['艺术设计与制作'], '广播影视类': ['动漫与游戏制作', '影像与影视技术'], '教育类': ['幼儿保育'], '公共服务类': ['智慧健康养老服务']}"
哈尔滨市剑桥职业技术学校,黑龙江,哈尔滨市,香坊区,中等专业学校,民办,黑龙江哈尔滨市香坊区,https://hjq.hrbeduy.com,0451-86611339,--,2006,150,东方剑桥教育集团,哈尔滨市香坊区哈平路239号,--,,,,,,,,"{'建筑设计类': ['建筑装饰技术'], '房地产类': ['物业服务(现代城市公共服务)'], '铁道运输类': ['铁道运输服务'], '道路运输类': ['汽车运用与维修', '新能源汽车运用与维修'], '计算机类': ['计算机网络技术', '数字媒体技术应用'], '通信类': ['通信运营服务'], '护理类': ['护理', '护理(美容)'], '医学技术类': ['口腔修复工艺'], '经济贸易类': ['国际商务'], '电子商务类': ['电子商务']}"
哈尔滨女子职业技术学校,黑龙江,哈尔滨市,香坊区,中等专业学校,民办,黑龙江哈尔滨市香坊区,https://hnx.hrbeduy.com,0451-84608971,--,1956,150,东方剑桥教育集团,哈尔滨市香坊区哈平路239号,--,,,,,,,,"{'计算机类': ['数字媒体技术应用'], '通信类': ['通信运营服务'], '经济贸易类': ['国际商务'], '电子商务类': ['电子商务'], '教育类': ['幼儿保育']}"
哈尔滨市正德实用技术中等职业技术学校,黑龙江,哈尔滨市,南岗区,中等专业学校,民办,黑龙江哈尔滨市南岗区,http://www.zhengdexuexiao.com,0451-82923393,--,,,--,--,--,,,,,,,,{}
黑龙江中德汽车职业技术学校,黑龙江,哈尔滨市,南岗区,中等专业学校,民办,黑龙江哈尔滨市南岗区,http://www.hljzdxx.cn,0451-86502277,--,2006,--,哈尔滨市教育局,南岗区哈平路164号,--,,,,,,,,"{'机电设备类': ['智能设备运行与维护'], '自动化类': ['工业机器人技术应用'], '航空装备类': ['无人机操控与维护'], '道路运输类': ['汽车运用与维修', '新能源汽车运用与维修'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机网络技术', '数字媒体技术应用']}"
哈尔滨市铁乘中等专业学校,黑龙江,哈尔滨市,松北区,中等专业学校,民办,黑龙江哈尔滨市松北区,http://www.hrbtczz.com,0451-86649288,--,,,--,--,--,,,,,,,,{}
佳木斯市职业技术学校,黑龙江,佳木斯市,向阳区,职业高中,公办,黑龙江佳木斯市向阳区,--,0454-6103618,--,--,29,佳木斯市教育局,佳木斯市向阳区解放路379号,--,,是,,,,,,"{'铁道运输类': ['铁道运输服务'], '道路运输类': ['新能源汽车运用与维修', '汽车运用与维修'], '航空运输类': ['航空服务'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['网络营销'], '艺术设计类': ['工艺美术'], '表演艺术类': ['音乐表演'], '广播影视类': ['动漫与游戏制作'], '教育类': ['幼儿保育']}"
富锦市职业技术学校,黑龙江,佳木斯市,富锦市,中等专业学校,公办,黑龙江佳木斯市富锦市,http://hljfjzyjs.30edu.com,0454-6155566,--,,,--,--,--,,,,,,,,{}
同江市职业技术教育中心,黑龙江,佳木斯市,同江市,中等专业学校,公办,黑龙江佳木斯市同江市,--,0454-2938216,--,1981,--,同江市人民政府,佳木斯市同江市大直路106号,--,,,,,,,,"{'道路运输类': ['汽车运用与维修'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '语言类': ['商务俄语']}"
桦南县职业技术教育中心学校,黑龙江,佳木斯市,桦南县,中等专业学校,公办,黑龙江佳木斯市桦南县,--,0454-6298003,--,1995,221,桦南县教育局,佳木斯市桦南县桦南镇群兴街106号,--,,是,,,,,,"{'农业类': ['作物生产技术'], '畜牧业类': ['畜禽生产技术'], '土建施工类': ['建筑工程施工'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '工商管理类': ['市场营销'], '旅游类': ['旅游服务与管理'], '艺术设计类': ['工艺美术'], '文化服务类': ['社会文化艺术']}"
大庆市建设中等职业技术学校,黑龙江,大庆市,萨尔图区,中等专业学校,公办,黑龙江大庆市萨尔图区,--,0459-6365099,--,,,--,--,--,,是,,,,,,{}
黑龙江省水利学校,黑龙江,大庆市,萨尔图区,中等专业学校,公办,黑龙江大庆市萨尔图区,http://www.hljwater.org.cn,0459-2763789,--,1956,288,黑龙江省水利厅,大庆市萨尔图区中兴北街23号,--,是,,,,,,,"{'测绘地理信息类': ['工程测量技术'], '水文水资源类': ['水文与水资源勘测'], '水利工程与管理类': ['水利水电工程施工', '农村饮水供水工程技术'], '机械设计制造类': ['数控技术应用', '焊接技术应用'], '航空装备类': ['无人机操控与维护'], '铁道运输类': ['铁道运输服务'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机平面设计', '计算机应用', '计算机网络技术'], '电子商务类': ['电子商务']}"
大庆市交通中等职业技术学校,黑龙江,大庆市,让胡路区,中等专业学校,公办,黑龙江大庆市让胡路区,--,0459-5686586,--,,,--,--,--,,是,,,,,,{}
林甸县职业技术教育中心学校,黑龙江,大庆市,林甸县,中等专业学校,公办,黑龙江大庆市林甸县,--,0459-3312604,--,,,--,--,--,,,,是,,,,{}
肇源县职业技术教育中心学校,黑龙江,大庆市,肇源县,中等专业学校,公办,黑龙江大庆市肇源县,--,0459-8238574,--,,,--,--,--,,,,,,,,"{'畜牧业类': ['畜禽生产技术'], '机械设计制造类': ['数控技术应用', '焊接技术应用'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '教育类': ['幼儿保育']}"
龙江县职业教育中心学校,黑龙江,齐齐哈尔市,龙江县,中等专业学校,公办,黑龙江齐齐哈尔市龙江县,http://ljxzjzx.org.cn,0452-5851193,--,1998,165,龙江县教育局,龙江县龙江镇龙景路260号,--,,是,,,,,,"{'农业类': ['作物生产技术'], '畜牧业类': ['畜禽生产技术'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子电器应用与维修'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '艺术设计类': ['工艺美术']}"
富裕县职业技术教育中心学校,黑龙江,齐齐哈尔市,富裕县,中等专业学校,公办,黑龙江齐齐哈尔市富裕县,--,0452-8905864,--,,,--,--,--,,是,,,,,,{}
依安县职业技术教育中心学校,黑龙江,齐齐哈尔市,依安县,中等专业学校,公办,黑龙江齐齐哈尔市依安县,http://www.yazjzx.com,0452-7023800,yaxzjzx@163.com,--,90,依安县教育局,黑龙江省依安县依安镇东北街展望路8号,--,,是,,,,,,"{'农业类': ['作物生产技术(现代农艺技术)'], '畜牧业类': ['畜禽生产技术(畜牧兽医)'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '计算机类': ['计算机应用'], '护理类': ['护理'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '餐饮类': ['中餐烹饪'], '艺术设计类': ['工艺美术']}"
甘南县职业教育中心学校,黑龙江,齐齐哈尔市,甘南县,中等专业学校,公办,黑龙江齐齐哈尔市甘南县,--,--,--,1997,195,甘南县教育局,甘南县甘南镇城南南路2号,--,,,,是,,,,"{'农业类': ['作物生产技术'], '畜牧业类': ['畜禽生产技术'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务']}"
泰来县职业技术教育中心学校,黑龙江,齐齐哈尔市,泰来县,中等专业学校,公办,黑龙江齐齐哈尔市泰来县,--,0452-8236739,--,,,--,--,--,,,,是,,,,{}
齐齐哈尔市卫生学校,黑龙江,齐齐哈尔市,建华区,中等专业学校,公办,黑龙江齐齐哈尔市建华区,http://qqhrswx.org.cn/,0452-5961025,--,,,--,--,--,是,,,,,,,"{'护理类': ['护理'], '医学技术类': ['医学检验技术', '口腔修复工艺', '医学影像技术'], '康复治疗类': ['康复技术'], '眼视光类': ['眼视光与配镜']}"
齐齐哈尔市北方旅游职业学校,黑龙江,齐齐哈尔市,龙沙区,中等专业学校,民办,黑龙江齐齐哈尔市龙沙区,http://www.bflyjy.com,0452-2438877,bflyxx@163.com,2010,--,齐齐哈尔市教育局,齐齐哈尔市龙沙区工建路53号,--,,,,,,,,"{'农业类': ['休闲农业生产与经营'], '土建施工类': ['建筑工程施工'], '航空运输类': ['航空服务'], '电子信息类': ['电子信息技术(无人机运用与维修)', '电子信息技术(智能机器人运用与维修)'], '计算机类': ['计算机应用(平面设计)'], '电子商务类': ['电子商务(网红直播与电商运营)'], '旅游类': ['旅游服务与管理', '旅游服务与管理(航空定向)', '旅游服务与管理(航空安检)', '旅游服务与管理(高铁服务)', '高星级饭店运营与管理(国际邮轮乘务)', '高星级饭店运营与管理(星级酒店高级服务与管理)', '导游服务'], '语言类': ['旅游外语'], '': ['']}"
