中学名称,地区,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置
青岛南洋学校,山东省 青岛市 经济技术开发区,全国重点,公办,职业学校,青岛经济技术开发区薛家岛金沙滩,0532-6703168,山东省,青岛市,经济技术开发区
京鑫职业培训学校,湖南省 长沙市 芙蓉区,县重点,民办,职业学校,长沙市芙蓉区五一大道省商务厅,15084771511,湖南省,长沙市,芙蓉区
石家庄市粮食技工学校,河北省 石家庄市 桥东区,全国重点,公办,职业学校,河北省石家庄市桥东区工人街18号,0311-6975571,河北省,石家庄市,桥东区
颍上县农广校,安徽省,全国重点,公办,职业学校,安徽省颍上县中心东路龙门桥,0558-4420139,安徽省,,
云南省马关县民族职业高级中学,云南省,全国重点,公办,职业学校,马关县骏城路口旁,0876-7124248,云南省,,
河南通许县查拳武术学校,河南省,全国重点,公办,职业学校,河南省通许县城南环路中段,0378-4970525,河南省,,
桂林理工大学北海函授站,广西 南宁市,全国重点,公办,职业学校,北海市市委党校,0779-6832117 3201992,广西,南宁市,
吉林省德惠市技工学校,吉林省 四平市,全国重点,公办,职业学校,吉林省德惠市建设街,0431-7223728,吉林省,四平市,
淮南市新潮美容美发学校,安徽省 淮南市,全国重点,公办,职业学校,淮南市国庆中路,0554-2674678,安徽省,淮南市,
北京市求实中学,北京市 朝阳区,省重点,公办,职业学校,安华西里一区11号楼,010-64215713,北京市,北京市,朝阳区
承德民族师范高等专科学校　,河北省 承德市,普通,公办,职业学校,承德市高教园区,0314—2370039    2370156学校地址：承德市高教园区,河北省,承德市,
中南林学院涉外学院,湖南省 长沙市 天心区,普通,公办,职业学校,湖南省长沙市韶山南路498号中南林学院涉外学院,0731-5623345,湖南省,长沙市,天心区
阜阳银河电脑学校,安徽省,全国重点,公办,职业学校,人民中路101号,0558-2259598 徐军,安徽省,,
国防科技大学,湖南省 长沙市 芙蓉区,普通,公办,职业学校,湖南省长沙市开福区上大垅中国人民解放军,(0731)4575601,湖南省,长沙市,芙蓉区
中央美术学院城市设计学院,北京市 东城区,全国重点,公办,职业学校,交道口东公街8号,010-64004307,北京市,北京市,东城区
湖南省嘉禾县法制总校,湖南省 长沙市,全国重点,公办,职业学校,城关镇珠泉东路44号,0735-6622537,湖南省,长沙市,
云南省电力技工学校,云南省,全国重点,公办,职业学校,云南省开远市西南路,0873-7272502,云南省,,
辽宁省本溪市交通技工学校,辽宁省 本溪市,省重点,公办,职业学校,本溪市河东村,0414-2636400 肖锡洲,辽宁省,本溪市,
淮南市梦都美容美发学校,安徽省 淮南市,全国重点,公办,职业学校,淮南市谢家集谢李路,0554-5682908,安徽省,淮南市,
确山卫生学校,河南省,全国重点,公办,职业学校,河南省驻马店市确山卫生学校,0396-7068034,河南省,,
中国商务学院,北京市 大兴区,普通,公办,职业学校,,,北京市,北京市,大兴区
诺信职业学校,河北省 沧州市 泊头市,普通,民办,职业学校,永安大街1号新市医院北行200米,13633270610,河北省,沧州市,泊头市
湖北化学矿山技工学校,湖北省 荆门市,全国重点,公办,职业学校,湖北荆门市月亮湖路40号,0724-2441551,湖北省,荆门市,
青海政法高等专科学校,青海省 西宁市,全国重点,公办,职业学校,西宁市城中区建新巷22号,0971-6153683,青海省,西宁市,
福建三明燎原职业技术学校,福建省 三明市,全国重点,公办,职业学校,三元区富兴堡长兴路30号,0598-8307146 张老师、邓老师,福建省,三明市,
福建师范大学法学院,福建省 福州市 仓山区,普通,公办,职业学校,仓山区,官方网站：http：//www.fqgtzx.com/,福建省,福州市,仓山区
天津市滨海职校,天津市 河东区,全国重点,公办,职业学校,河东区富民路72号,022-84276914,天津市,天津市,河东区
长沙市雨新学校,湖南省 长沙市,全国重点,公办,职业学校,长沙市雨花享韶山中路483号,0731-5588883,湖南省,长沙市,
上海市机电工业学校,上海市 杨浦区,全国重点,公办,职业学校,军工路1100号,021-65490707,上海市,上海市,杨浦区
中南地质勘察局技工学校,湖北省 荆门市,全国重点,公办,职业学校,湖北省孝昌县花园镇,0712-4761473,湖北省,荆门市,
天长市农业广播电视学校,安徽省 滁州市,全国重点,公办,职业学校,天长市建筑东路477-10号,0550-7022137 吕万和,安徽省,滁州市,
湖南农业大学东方科技学院,湖南省 长沙市 芙蓉区,普通,公办,职业学校,湖南省长沙市芙蓉区湖南农业大学东方科技学院,0731-  4635208,湖南省,长沙市,芙蓉区
山东省胶南市聋哑学校,山东省 青岛市 市南区,全国重点,公办,职业学校,胶南市聋哑学校,0532-8195313,山东省,青岛市,市南区
宜昌市城建学校,湖北省 宜昌市,全国重点,公办,职业学校,宜昌市白龙井路13号,0717-8523790 7104002,湖北省,宜昌市,
湖南长沙市社会主义学院,湖南省 长沙市 长沙县,全国重点,公办,职业学校,苏家巷2号,0731-2220564,湖南省,长沙市,长沙县
上海中侨职业技术学院,上海市,全国重点,公办,职业学校,川周路2788号,021-58131393,上海市,,
大通回族土族自治县农林技术学校,青海省 西宁市,全国重点,公办,职业学校,青海省大通回族土族自治县桥头镇园林北路442号,0971-2722860,青海省,西宁市,
佰咖网络科技有限公司,广东省 东莞市 莞城区,县重点,私立,职业学校,东莞市凤岗镇雁田村南坊办公楼,13549273469,广东省,东莞市,莞城区
长沙社会安全职业技术学院,湖南省 长沙市,普通,公办,职业学校,湖南省长沙市远大三路螺丝塘,0731-4622097 4622098　,湖南省,长沙市,
武汉船用机械厂技工学校(四六一),湖北省 武汉市 青山区,全国重点,公办,职业学校,武汉市青山区武东街9号,027-86435461,湖北省,武汉市,青山区
宜昌市纺织技校,湖北省 宜昌市,普通,公办,职业学校,湖北宜昌市伍临路13-2号,0717-6555838,湖北省,宜昌市,
广西大学生命科学与技术学院,广西 南宁市 西乡塘区,普通,公办,职业学校,大学路100号东校园通和路,0771-3236844,广西,南宁市,西乡塘区
沧州师范学院,河北省 沧州市,普通,公办,职业学校,河北省沧州市高教新区,0317-2159811 2159800(传真) 邮编：061001 地址：河北省沧州市高教新区,河北省,沧州市,
台湾圣母医护管理专科学校,台湾省,普通,公办,职业学校,宜兰县三星乡三星路二段265巷100号,886-03-9897396 傳真：03-9897386地址：宜兰县三星乡三星路二段265巷100号,台湾省,,
福建音乐学院,福建省 福州市,全国重点,公办,职业学校,首山村260号,0591-3562704,福建省,福州市,
抚顺市女子中等职业技术专业学校,辽宁省 抚顺市,全国重点,公办,职业学校,顺城区城路西段78号,0413-7112883,辽宁省,抚顺市,
颍上县国富服装技校,安徽省,全国重点,公办,职业学校,颍上县王岗镇政府对面,0558-4104883,安徽省,,
吉林广播电视大学桦甸分校,吉林省 吉林市,全国重点,公办,职业学校,吉林省桦甸市云胜路7-1,0432-6222180,吉林省,吉林市,
商洛市卫生学校,陕西省,全国重点,公办,职业学校,陕西省商洛市商州区北新街西段45号,0914-2311494,陕西省,,
白城医学高等专科学校,吉林省 白城市,普通,公办,职业学校,吉林省白城市棉纺路27号,0436-3312747  3312966  8868005学校地址：吉林省白城市棉纺路27号,吉林省,白城市,
开阳县龙岗初级职业中学,贵州省 贵阳市 开阳县,普通,公办,职业学校,贵州省贵阳市开阳县龙岗镇顶丙,0851-7572246,贵州省,贵阳市,开阳县
青海省祁连县职业中学,青海省 西宁市,全国重点,公办,职业学校,青海省祁连县八宝乡林场片段9号,0971-672233,青海省,西宁市,
吉林炎黄中等专业学校,吉林省 长春市,全国重点,公办,职业学校,长春市兴业街67号,0431-2925043,吉林省,长春市,
洛阳洛耐技校,河南省 洛阳市 涧西区,普通,私立,职业学校,涧西区西苑路,0379-64208545,河南省,洛阳市,涧西区
四川省服装艺术学校,四川省,全国重点,公办,职业学校,桂花路15号,0817-2585846,四川省,,
成都劳动职业培训学院,四川省 成都市 青羊区,普通,公办,职业学校,新华大道通锦桥路66号（成都海关大楼对面）,028-6263044 陈老师（招生就业处处长）,四川省,成都市,青羊区
四川省公路技校,四川省 成都市 武侯区,普通,公办,职业学校,武侯区红牌楼佳灵路,028-85093936 王琴,四川省,成都市,武侯区
湖南信息职业技术学院管理工程系,湖南省 长沙市 天心区,普通,公办,职业学校,湖南省长沙市天心区大托铺&#8195;,86-731-5473012,湖南省,长沙市,天心区
天津市滨海国际经贸进修学院,天津市 和平区,全国重点,公办,职业学校,天津市复康路与水上公园路交口(天津市档案局院内),022-23657130,天津市,天津市,和平区
黄山市技工学校,安徽省 黄山市,全国重点,公办,职业学校,屯溪区戴震路21号,0559-2548064 秦岭,安徽省,黄山市,
北京艺沁职业培训学校(安贞桥学校),北京市 朝阳区,全国重点,公办,职业学校,北三环安贞桥向北300米苏宁电器城楼后安贞写字楼4层,010—64411320,北京市,北京市,朝阳区
北京金融商贸职业技术学校(二部),北京市 朝阳区,全国重点,公办,职业学校,团结湖北二条5号楼,010-85974130   孙老师、范老师、赵老师,北京市,北京市,朝阳区
北京京海摄影化妆培训学校,北京市 西城区,普通,公办,职业学校,北京市西城区广外大街小红庙11号 琉璃厂东街29#（宣武区文化馆内）广安门外大街377号,010-63167478 63401488,北京市,北京市,西城区
常德大雅音乐学校,湖南省 常德市,全国重点,公办,职业学校,下南门邮电局三楼,0736-7221063,湖南省,常德市,
长沙市经贸中专,湖南省 长沙市 长沙县,全国重点,公办,职业学校,长沙市德雅路湖南省社会科学院内,,湖南省,长沙市,长沙县
淄博工业学校,山东省 淄博市,全国重点,公办,职业学校,山东省淄博市临淄区齐兴路2号,0533-7314483,山东省,淄博市,
甘肃省定西职业中等专业学校,甘肃省,省重点,公办,职业学校,甘肃省定西市安定区永定东路297号,0932-5982424,甘肃省,,
黑龙江建三江职工中专,黑龙江 佳木斯市,全国重点,公办,职业学校,建三江大兴农场,0454-5790051,黑龙江,佳木斯市,
北影艺术学校,北京市 海淀区,市重点,公办,职业学校,北京市海淀区北三环中路77号北京电影制片厂3号楼108室 上海市普陀区清涧路240号曹杨职校5号楼801室,010-82047918 010-82047958 021-52793951 021-5279395,北京市,北京市,海淀区
北京东方汽车钣金喷漆学校,北京市 海淀区,普通,民办,职业学校,北京市海淀区颐和园北五公里永丰中路100号 亮甲店路人才基,13810851524,北京市,北京市,海淀区
澳门旅游学院,澳门,普通,私立,职业学校,望厦炮台斜坡,"（853）5983016	（853）519058",澳门,,
上海市黄浦区劳动技术教育中心,上海市 黄浦区,普通,公办,职业学校,上海市黄浦区安澜路55号,021-63452402,上海市,上海市,黄浦区
济宁医学院,山东省 济宁市,普通,私立,职业学校,济宁市北湖新区荷花路16号,0537-3616888,山东省,济宁市,
太原科技大学化学与生物工程学院,山西省 太原市,全国重点,公办,职业学校,窊流路66号,0351-6222521,山西省,太原市,
中关村学院（海淀职工大学）,北京市 海淀区,普通,公办,职业学校,,,北京市,北京市,海淀区
泰山东京国际交流学校,山东省 泰安市,全国重点,公办,职业学校,山东省泰安市文化路56号,0538-2190177,山东省,泰安市,
山东省聊城市农机技工学校,山东省 聊城市,全国重点,公办,职业学校,山东省聊城市花园北路82号,0635-8311254,山东省,聊城市,
黑龙江农垦林业职业技术学院,黑龙江 哈尔滨市,普通,公办,职业学校,黑龙江省哈尔滨市庆安县柳河风景旅游区,0455-4456181,黑龙江,哈尔滨市,
苏州大学金螳螂建筑与城市环境学院,江苏省 苏州市 平江区,普通,公办,职业学校,苏州仁爱路199号苏州大学独墅湖校区,0512-65880193,江苏省,苏州市,平江区
合肥马丁音乐学校,安徽省 合肥市,全国重点,公办,职业学校,屯溪路与桐城路交叉口公交公司场站二楼,0551-3622016,安徽省,合肥市,
