,中学名称,地区,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置
4373,南昌二十中（南昌市第二十中学）,江西省 南昌市 西湖区,市重点,公办,中学,江西省南昌市西湖区都司前街11号,0791-6624804,江西省,南昌市,西湖区
4374,哈尔滨市第十七中学,黑龙江 哈尔滨市 南岗区,市重点,公办,中学,黑龙江哈尔滨市南岗区果戈里大街319号,0451-53673364,黑龙江,哈尔滨市,南岗区
4375,咸阳纺机学校,陕西省 咸阳市 秦都区,市重点,公办,中学,人民中路,13227951678,陕西省,咸阳市,秦都区
4376,北京工业大学附属中学（工大附中）,北京市 朝阳区,市重点,公办,中学,北京市朝阳区双井富力城小区,010-58768366,北京市,北京市,朝阳区
4377,东莞市厚街中学,广东省 东莞市,省重点,公办,中学,东莞市厚街镇教育路厚街中学,0769-85991936,广东省,东莞市,
4378,汕头市金山中学南区学校,广东省 汕头市 濠江区,区重点,民办,中学,汕头市南区磊广公路珠园路段南侧,0754-87392455,广东省,汕头市,濠江区
4379,江西省吉水二中,江西省 吉安市 吉水县,省重点,公办,中学,江西省吉安市吉水县城中心地带,3530401,江西省,吉安市,吉水县
4380,温州第十七中学,浙江省 温州市 鹿城区,区重点,公办,中学,浙江省温州十七中路77号,0577-88511422,浙江省,温州市,鹿城区
4381,枣庄市第八中学北校,山东省 枣庄市 薛城区,省重点,公办,中学,山东省枣庄市薛城区永兴东路461号,0632-4411257,山东省,枣庄市,薛城区
4382,淄博市张店区马尚镇第一中学（马尚一中）,山东省 淄博市 张店区,区重点,公办,中学,山东省淄博市张店区北京路,0533-2801787,山东省,淄博市,张店区
4383,温州市罗浮中学,浙江省 温州市 永嘉县,市重点,公办,中学,温州永嘉瓯北镇双塔路王家坞路,0577-67311581 67311580,浙江省,温州市,永嘉县
4384,武汉市第二十七中学,湖北省 武汉市,市重点,公办,中学,桥口区顺道街88号,027-85833987,湖北省,武汉市,
4385,乐昌市第三中学,广东省 韶关市 乐昌市,市重点,公办,中学,广东省韶关市乐昌市乐城镇人民北路240号,5581284,广东省,韶关市,乐昌市
4386,苏州市景范中学校,江苏省 苏州市 平江区,区重点,公办,中学,江苏省苏州市人民路范庄前32号,0512-67201724,江苏省,苏州市,平江区
4387,江门市新会陈瑞祺中学,广东省 江门市 新会区,市重点,公办,中学,广东省江门市新会区罗坑镇中心南路6路,0750-6488402,广东省,江门市,新会区
4388,常州旅游商贸高等职业技术学校,江苏省 常州市,普通,私立,中学,常州市新北区红河路8号,,江苏省,常州市,
4389,湛江经济技术开发区第一中学（湛江开发区一中）,广东省 湛江市 廉江市,市重点,公办,中学,湛江市海滨大道中26号,0759-3271036,广东省,湛江市,廉江市
4390,北京师范大学第三附属中学（原北京市第一二三中学）,北京市 海淀区,区重点,公办,中学,北京市北三环中路甲36号,010-62027296 62208568,北京市,北京市,海淀区
4391,上海市宝钢第三中学,上海市 宝山区,普通,公办,中学,上海市宝山区月浦四村1号,021-56646746,上海市,上海市,宝山区
4392,威海市城里中学,山东省 威海市 环翠区,市重点,公办,中学,山东省威海市威海市和平路93号,0631-5277865　,山东省,威海市,环翠区
4393,淄博市沂源县实验中学,山东省 淄博市 沂源县,省重点,公办,中学,山东省淄博市沂源县城荆山路125号,0533-3242381,山东省,淄博市,沂源县
4394,南宁市第九中学（高中部）,广西 南宁市 兴宁区,市重点,公办,中学,广西南宁市人民东路230号,0771—2851416,广西,南宁市,兴宁区
4395,茂名市电白县电海中学,广东省 茂名市 电白县,省重点,公办,中学,广东省茂名市电白县,5595991,广东省,茂名市,电白县
4396,湘潭县第二中学（湘潭二中）,湖南省 湘潭市 湘潭县,市重点,公办,中学,湖南省湘潭市湘潭县,0731-57601188,湖南省,湘潭市,湘潭县
4397,佛山市桂江第二初级中学（桂江二中）,广东省 佛山市 南海区,省重点,公办,中学,佛山桂城南一路,0575-86251703,广东省,佛山市,南海区
4398,苏州市吴江高级中学,江苏省 苏州市 吴江区,省重点,公办,中学,苏州吴江市中山北路801号,0512-63473988,江苏省,苏州市,吴江区
4399,淮北实验高级中学,安徽省 淮北市 相山区,普通,公办,中学,淮北市相山区相山中路98号,0561-3187200,安徽省,淮北市,相山区
4400,重庆巴渝学校,重庆市 大渡口区,普通,民办,中学,大渡口区双山路256号,,重庆市,重庆市,大渡口区
4401,佛山市南海区九江中学,广东省 佛山市 南海区,省重点,公办,中学,广东省南海市九江镇船栏街100号,0757-86565878,广东省,佛山市,南海区
4402,东乡县第二中学,江西省 抚州市 东乡县,普通,公办,中学,东乡县恒安东路36号,0794-4232068,江西省,抚州市,东乡县
4403,济南市第二中学（济南二中）,山东省 济南市 历下区,市重点,公办,中学,山东省济南市历下区小清河北路9211号,0531-6923458,山东省,济南市,历下区
4404,重庆市奉节中学,重庆市 奉节县,市重点,公办,中学,重庆市奉节县朱衣镇魏家村2组320号,023-56689088,重庆市,重庆市,奉节县
4405,三亚市第三中学,海南省 三亚市 ,市重点,公办,中学,三亚市解放路683号,0898-88274396,海南省,三亚市,
4406,梅州市畲江中学,广东省 梅州市 梅　县,市重点,公办,中学,梅州市梅县畲江镇畲江中学,0753－2481407　,广东省,梅州市,梅　县
4407,韶关市乳源县乳源中学,广东省 韶关市 翁源县,省重点,公办,中学,韶关市乳源县育才路5号,0751-5371070,广东省,韶关市,翁源县
4408,佛山市官窑初级中学,广东省 佛山市 南海区,市重点,公办,中学,官窑镇教育路1号,0757-85887305,广东省,佛山市,南海区
4409,青州第一中学（青州一中）,山东省 潍坊市 青州市,省重点,公办,中学,山东省潍坊市青州市驼山路5011号,0536-3261001,山东省,潍坊市,青州市
4410,深圳市盐田区外国语学校,广东省 深圳市 盐田区,市重点,公办,中学,深圳市盐田区大梅沙环碧路69号,0755-25255238,广东省,深圳市,盐田区
4411,大连市红旗高级中学,辽宁省 大连市 甘井子区,省重点,公办,中学,大辽宁省连市甘井子区红旗街道朝阳寺村13号,（0411）84296141,辽宁省,大连市,甘井子区
4412,江门市新会区大鳌中学,广东省 江门市 新会区,市重点,公办,中学,广东省江门市新会区大鳌镇中心三路18号,（0750）6244222,广东省,江门市,新会区
4413,重庆鱼洞中学（高中）,重庆市 巴南区,市重点,公办,中学,重庆巴南区鱼洞街道三江街40号,023-66242638,重庆市,重庆市,巴南区
4414,北京市海淀实验中学（原阜成路中学）,北京市 海淀区,区重点,公办,中学,北京海淀区白堆子131号,010 - 68710758,北京市,北京市,海淀区
4415,上海市开元学校,上海市 长宁区,区重点,公办,中学,上海市长宁区凯旋路680弄58号 武夷路528号,021-62402879 021-62402343,上海市,上海市,长宁区
4416,寿光一中,山东省 潍坊市 寿光市,市重点,公办,中学,山东省寿光市文圣街2396号,0536-5222378   0536-5265770,山东省,潍坊市,寿光市
4417,广西民族大学附属中学,广西 南宁市 西乡塘区,市重点,公办,中学,广西南宁市大学东路188号,0771-3265605； 3260092；,广西,南宁市,西乡塘区
4418,肇庆市颂德学校,广东省 肇庆市 端州区,普通,公办,中学,肇庆市颂德路6号（68区肇庆信安大道北侧）,校长室电话：0758--2766936     教导处：0758--2763205,广东省,肇庆市,端州区
4419,惠州市南山学校（中学部）,广东省 惠州市 惠城区,省重点,公办,中学,广东省惠州市惠城区河南岸下马庄11号小区,0752-2388788/2388777,广东省,惠州市,惠城区
4420,威海九中,山东省 威海市,市重点,公办,中学,威海高区福山路,,山东省,威海市,
4421,佛山市南海区西樵中学,广东省 佛山市 南海区,省重点,公办,中学,广东省佛山市南海区西樵山北麓,0757-86886254,广东省,佛山市,南海区
4422,广州市海珠中学,广东省 广州市 海珠区,市重点,民办,中学,广东省广州市海珠区石榴岗路15号,020-84295947,广东省,广州市,海珠区
4423,广州市白云区石龙中学,广东省 广州市 白云区,区重点,公办,中学,广州市白云区神山镇石龙墟,020- 36356920,广东省,广州市,白云区
4424,苏州市张家港市港口学校初中部,江苏省 苏州市 张家港市,区重点,公办,中学,江苏省张家港市凤凰镇港口街道,0512-58488803,江苏省,苏州市,张家港市
4425,杭州市景芳中学,浙江省 杭州市 江干区,区重点,公办,中学,浙江省杭州市江干区新塘路161号景芳三区,0571-56361857,浙江省,杭州市,江干区
4426,临沂市第三中学,山东省 临沂市 兰山区,省重点,公办,中学,山东省临沂市兰山区育才路98号,0539-8296581,山东省,临沂市,兰山区
4427,环江毛南族自治县高级中学,广西 河池市,市重点,公办,中学,环江县思恩镇桥东路168号,0778-8821365,广西,河池市,
4428,昆明市实验中学（初中部）,云南省 昆明市 盘龙区,市重点,公办,中学,云南省昆明市人民东路300 号,0871-3323327,云南省,昆明市,盘龙区
4429,西安西港花园学校,陕西省 西安市 灞桥区,普通,公办,中学,西安市灞桥区新筑镇解放村西,029-83485016,陕西省,西安市,灞桥区
4430,新建县象山中学,江西省 南昌市 新建区,普通,公办,中学,江西省新建县象山镇,0791-3731398,江西省,南昌市,新建区
4431,广州市象贤中学,广东省 广州市 番禺区,县重点,公办,中学,广东省广州市番禺区沙湾镇亚中坊路15号电话：020-34877920,020-34877920,广东省,广州市,番禺区
4432,宁波市北仑区江南中学,浙江省 宁波市,市重点,公办,中学,浙江省宁波北仑红联衙前,0574-86177171,浙江省,宁波市,
4433,中山市小榄镇永宁中学,广东省 中山市,市重点,公办,中学,中山 永福路1号,（0760）22253806,广东省,中山市,
4434,淄博市周村区第一中学（周村一中）,山东省 淄博市 周村区,市重点,公办,中学,山东省淄博市周村区蔡家场4号,0533-6412589,山东省,淄博市,周村区
4435,上海市尚文中学,上海市 黄浦区,区重点,公办,中学,上海市黄浦区花衣街12号,021-63326020,上海市,上海市,黄浦区
4436,上海市浦东新区下沙学校,上海市 浦东新区,区重点,公办,中学,上海市浦东新区航头镇（沪南公路5248号）,021-58142365  021-58144662,上海市,上海市,浦东新区
4437,温州市永强中学,浙江省 温州市 龙湾区,市重点,公办,中学,温州市永中街道太师路51号,0577-86371390,浙江省,温州市,龙湾区
4438,西南交通大学唐山分校,河北省 唐山市 路北区,普通,私立,中学,唐山市华岩北路38号,0315-2028302,河北省,唐山市,路北区
4439,北京市平谷中学,北京市 平谷区,区重点,公办,中学,北京市平谷区府前街6号,010-69961329,北京市,北京市,平谷区
4440,茂名市电白县第四中学,广东省 茂名市 电白县,县重点,公办,中学,广东省茂名市电白县,0668-5341683,广东省,茂名市,电白县
4441,茂名市第二中学（茂名二中）,广东省 茂名市 茂南区,市重点,公办,中学,广东省茂名市茂南区新坡路61号大院,0688- 2262650,广东省,茂名市,茂南区
4442,重庆市开县临江中学,重庆市 开　县,市重点,公办,中学,重庆市开县临江镇大兴街337号,023-52811345,重庆市,重庆市,开　县
4443,苏州市常熟市实验中学,江苏省 苏州市 常熟市,市重点,公办,中学,苏州市常熟市虞山镇湘江东路102号,0512-52869007  0512-52869010,江苏省,苏州市,常熟市
4444,山东省淄博市张店区第二中学（张店二中）,山东省 淄博市 张店区,省重点,公办,中学,山东省淄博市张店区人民东路14号,0533-3123094,山东省,淄博市,张店区
4445,屏南职业中专学校,福建省 宁德市 屏南县,普通,公办,中学,,,福建省,宁德市,屏南县
4446,江西省进贤县第二中学（进贤二中）,江西省 南昌市 进贤县,市重点,公办,中学,江西省南昌市进贤县人民大道,,江西省,南昌市,进贤县
4447,湖北省黄石第二中学（黄石二中）,湖北省 黄石市,省重点,公办,中学,下陆区桂林南路62号,0714-6355558,湖北省,黄石市,
4448,麻章区第一中学（麻章一中）,广东省 湛江市 麻章区,省重点,公办,中学,广东省湛江市麻章区金川路,,广东省,湛江市,麻章区
4449,上海市青浦区毓华学校,上海市 青浦区,区重点,公办,中学,上海市青浦区青松路477号,021-59729835,上海市,上海市,青浦区
4450,中山市桂山中学,广东省 中山市,省重点,公办,中学,三乡镇环镇路 27号,0760--6685105,广东省,中山市,
4451,徐州市缬秀中学（徐州一中初中部）,江苏省 徐州市 云龙区,市重点,公办,中学,徐州市夹河街中段　　,,江苏省,徐州市,云龙区
4452,武汉市十一滨江初级中学,湖北省 武汉市 硚口区,区重点,公办,中学,湖北武汉市硚口区古田路86号,027-83831258,湖北省,武汉市,硚口区
4453,上海市鞍山初级中学,上海市 杨浦区,区重点,公办,中学,上海市杨浦区控江路2077号,021-65036249,上海市,上海市,杨浦区
4454,徐州供销学校,江苏省 徐州市 云龙区,普通,私立,中学,徐州市金山桥经济开发区,,江苏省,徐州市,云龙区
4455,汕头市达濠华侨中学,广东省 汕头市 濠江区,市重点,公办,中学,广东省汕头市濠江区府前路,0754-7380540,广东省,汕头市,濠江区
4456,礼贤民族中学,北京市 大兴区,普通,公办,中学,北京市大兴区礼贤镇青礼路3号,010-89270978,北京市,北京市,大兴区
