,地址,电话,网址,城市
奉贤县奉城中学,,,,上海
上海市月浦中学,,,,上海
上海浦西中学,,,,上海
上海华东师范大学附属东昌中学南校,,,,上海
上海民办当代中学,大统路991号,021-66543501,,上海
上海绿川中学,,,,上海
上海浦兴中学,,,,上海
上海市光学校,,,,上海
上海凯旋中学,,,,上海
上海塘沽学校,,,,上海
上海宛平中学,,,,上海
上海钱桥学校,上海市奉贤区青村镇钱桥社区长丰路106号,021-57596274,www.qqschool.sh.c...,上海
上海民办新世纪江海学校,,,,上海
上海宝林中学,,,,上海
上海民办浦华中学,三泉路415弄56号,021-56414793,www.52921234.com/...,上海
上海共康中学,,,,上海
上海市施湾中学,,,,上海
上海继光中学,,,,上海
上海民办育海中学,,,,上海
上海恒丰中学,,,,上海
上海亭新中学,,,,上海
上海市卢湾区李惠利中学,,,,上海
上海新南中学,,,,上海
上海骊山学校,,,,上海
上海震旦中学,青浦外青松公路7718号,021-69207118,www.sh-aurora.net...,上海
上海民办远东学校,上海市嘉定区胜竹路1630号,021-69900150,www.fareastschool...,上海
上海市新农学校,,,,上海
上海市东陆学校,,,,上海
上海育群中学,,,,上海
上海民办五爱中学,,,,上海
上海横沙中学,,,,上海
上海北站中学,,,,上海
上海民办扬波中学,大统路991号,021-56629660,www.yangbo.edu.sh...,上海
上海华东师大附属中学,,,,上海
上海民办精文中学,共和新路2100号北楼,021-56039350,,上海
上海民办新世纪中学,,,,上海
上海建承中学,,,,上海
上海市朱泾中学,上海市金山区朱泾镇临源街828号,021-57311643,,上海
上海长青学校,,,,上海
上海爱国中学,,,,上海
上海顾路中学,,,,上海
上海戬浜学校,,,,上海
上海民办白玉兰中学,运光路40号,021-65551718,www.hkedu.sh.cn/s...,上海
上海市兴塔中学,,,,上海
上海洪庙中学,,,,上海
上海开元中学,,,,上海
上海民办金盟中学,,,,上海
上海朝阳学校,,,,上海
上海长乐中学,,,,上海
上海市廊下中学,,,,上海
上海民办邦德第四高级中学,大木桥路日晖六村1号,021-64433440,dsz.xhedu.sh.cn,上海
上海民办星光高级中学,,,,上海
上海安师高级中学,,,,上海
上海复旦实验中学,上海市杨浦区安波路151号,021-65512410,ypfdsy.edu.sh.cn,上海
上海启秀实验中学,卢湾区思南路37号(近淮海中路),021-63270221 021-63271816,,上海
上海市教育学院实验中学,共和路710弄32号,021-56623296 021-56972244,,上海
上海沪东外国语高级中学,上海市杨浦区杨树浦路851号,021-65892144,,上海
上海甘泉外国语中学,普陀宜川路400号,021-56055440 021-56379022,http://www.ganquanschool.com,上海
上海师范大学附属外国语中学,松江区中山西路朱家廊18号,021-67717058,www.ssdwyfz.sjedu...,上海
上海邦德第一高级中学,宝山区漠河路750弄100号,021-56166286 021-56788801,,上海
上海封浜高级中学,嘉定区乡思路200号(近翔封路),021-39139047 021-59137245,,上海
上海民办侨华高级中学,普陀区金沙江路200号(杨柳青路附近),021-62224370 021-62456993,,上海
上海瑞虹高级中学,虹口区通州路355号(近海拉尔路),021-65033524 021-65048938,,上海
上海汇南高级中学,闵行区田林路196弄18号(桂箐路田林路),021-64854602 021-64957812,,上海
上海北职业高级中学,闸北区宝山路584号(近东宝兴路),021-56306070 021-56975334,,上海
上海江湾高级中学,水电路1588号(丰镇路水电路),021-65170010 021-65602066,,上海
上海职业高级中学,漕东支路101号(近龙漕路),021-64680051 021-64694685,,上海
上海职业高级中学(凌云校区),天等路208号,021-64240897 13512163262,,上海
上海祝桥高级中学,川南奉公路5062号,021-58104660 021-58107183,,上海
上海洋恒高级中学,浦东新区浦电路313号洋恒中学内(近东方路),021-68751348 021-68765008,,上海
上海行知职业高级中学,淞发路99号,021-36140502 021-56142198,,上海
上海鸿文国际职业高级中学,宝安公路2186号,021-56021714 021-56022523,http://www.hongwen.cn,上海
上海奉城高级中学,近郊奉城镇城大路36号(近川南奉公路),021-57522543 021-57522546,,上海
上海杨浦凤城高级中学,宁武路151号,021-65433364,,上海
上海协和双语高级中学,红松东路248号,021-51753010 021-51753011,,上海
上海南湖高级中学,天宝路1037,021-65210218,http://www.nanhugj.com,上海
上海中大高级中学,老沪闵路1300号,021-62673039 021-64537928,,上海
上海邦德第四高级中学,上海市徐汇区钦州路梅家桥6号,021-64433440 021-64515561,,上海
上海二十一世纪省吾高级中学,武定路1251弄20号,021-62251953 021-62521683,,上海
上海民办社科星光高级中学,民星路435号,021-65560576 021-65571194,,上海
上海昂立中学生教育(上南分校),齐河路258号上南好又多超市1楼(云台路口),4008-105-008转3001,,上海
上海昂立中学生教育(番禺路分校),徐汇区番禺路868号昂立教育基地,4008-105-008转3001,,上海
上海昂立中学生教育(八佰伴分校),浦东新区南泉北路1021号(近八佰伴),4008-105-008转3001,,上海
上海中国中学(永嘉路分校),永嘉路388号(近太原路),021-64374290 021-64720842,,上海
上海昂立中学生教育(分校),徐汇区龙水北路999号,4008-105-008转3001,,上海
上海昂立中学生教育(水城分校),长宁区水城路68号(虹古路口),4008-105-008转3001,,上海
上海南洋模范中学(天钥桥路区),徐汇区天钥桥路1118号,021-62825748 021-64560292,,上海
上海沪新中学(五莲路店),浦东新区五莲路1020号,021-50255741 021-58711728,,上海
上海徐汇中学,上海市徐汇区虹桥路68号,021-64382894,,上海
上海比乐中学,卢湾区崇德路43号(近顺昌路),021-63558538,http://www.bile.lwedu.sh.cn,上海
上海光明中学,上海市西藏南路181号,021-63284393,http://www.dgmedu.org,上海
上海市北中学,永兴路353号,021-56636054,http://www.shsbzx.com,上海
上海中学(东校),上海市环湖西三路1398号,021-20943361,,上海
上海建平中学西校,浦东新区乳山路188号,021-58820361,http://www.hsjpx.pudong-edu.sh.cn,上海
上海上大附属中学,上大路88号(近上海大学),021-66131598 021-66131728,,上海
上海交大附属中学,宝山区殷高路42号(吉浦路殷高路),"021-65911010,65912737",http://www.021gj.cn,上海
上海德州中学,长清路101号(近成山路),021-58744664 021-58835237,,上海
上海储能中学(南校),黄浦区成都北路200号(威海路口),021-63270863 021-63275516,,上海
上海华东理工大学附属中学,梅陇十村76号,021-64770021,ldfz.xhedu.sh.cn/...,上海
上海海事大学附属中学,浦东新区北蔡镇莲园路246号(沪南路莲园路),021- 65911010,,上海
上海西南模范中学(汇成校区),徐汇区百色路汇成一村67号,021-64232457 021-64239210,,上海
上海市东中学,杨浦区荆州路42号(长阳路荆州路),021-65416558 021-65419737,,上海
上海历城中学,浦东新区昌里路350号(浦东商场附近),021-58835405 021-58838163,,上海
上海顾村中学,宝山区顾村镇电台路93号,021-36190281,http://www.shgczx.com,上海
上海中学北校,上海市浦东新区羽山路601号,021-58859926  58859927,,上海
上海泾南中学,上海市浦东新区民生路303号,021-58858506,,上海
上海教师进修学院附属中学,江浦路1322号(近周家嘴路),021-55955693 021-65120600,,上海
上海惠民中学,杨浦区惠民路868号(近江浦路),021-55214125 021-65410697,,上海
上海建平世纪中学,浦东新区玉兰路356号(梅花路口),021-68457204 021-68458235,,上海
上海浦泾中学,浦东新区临沂路80号,021-58810139 021-58810192,,上海
上海民办新和中学,原平路128号,021-66118088,http://www.xinheschool.com,上海
上海竹园中学,浦东新区潍坊路357号,021-58209623 021-68671986,,上海
上海保德中学,闸北区平顺路874号,021-56836384 021-56885958,,上海
上海浦光中学,上海市四川中路599号,021-53530547,pg.hpe.sh.cn,上海
上海市南中学,黄浦区陆家浜路597号(近南浦大桥),021-63770058 021-63771874,http://shinan.hpe.cn,上海
上海由由中学,浦东新区严民路177号,021-50391878 021-58730452,,上海
上海尚文中学,花衣街12号(近中山南路),021-63770918 021-63771366,,上海
上海大华中学,宝山区华灵路1391号(近真华路),021-66340707 021-66361231,,上海
上海罗泾中学,罗泾镇东朱,021-56870407 021-66870108,,上海
上海海南中学,虹口区塘沽路484号(近百官街),021-63242016 021-65860462,,上海
上海兴陇中学(南路总部),普陀区梅岭南路420号,021-62548376 021-62574180,,上海
上海孙桥中学,浦东新区孙桥镇孙桥路705号,021-58570807 021-58575521,,上海
上海汾阳中学,龙川北路788号(近石龙路),021-54084229 021-54183579,,上海
上海五十六中学,杨浦区靖宇东路延吉六村16号(靖宇东路靖宇中路),021-65334199 021-65482388,,上海
上海民办进华中学,上海市普陀区富平路657弄91号,021-36050757,http://www.sjhzx.com,上海
上海零陵中学,东安路451号,021-64172865,http://www.sh-llzx.com,上海
上海姚连生中学,长宁区玉屏南路450号(近娄山关路),021-62591438 021-62599925,http://www.shyls.com,上海
上海华东师范大学附属中学,上海市徐汇区桂林路120号；浦东新区浦星公路380号,021-64701528,,上海
上海昂立中学生教育(大桥校区),宁国路503号复地四季广场内22号楼2楼,4008-105-008转3001,,上海
上海塘桥中学,浦东新区峨山路638号(近浦东南路),021-58737437 021-58892024,,上海
上海金川中学,浦东新区莱阳路588号(莱阳路利津路),021-58462360 021-58462605,,上海
上海朱家角中学,青浦区朱家角镇沙家埭路88号(近珠安路),021-59230018 021-59231688,http://www.zhuzhong.cn,上海
上海大场中学,南陈路259号(环镇北路南陈路),021-66620251 021-66740133,,上海
上海航华中学,闵行区航北路328号,021-64214337 021-64219124,,上海
上海真如中学,上海市铜川路1189号,021-62655984,www.hszr.pte.sh.c...,上海
上海沪东中学,浦东新区浦东大道830号,021-58304172 021-58310316,,上海
上海淞谊中学,宝山区密山路100号(近友谊公园),021-56607743 021-56691730,,上海
上海兴业中学,建国东路518号,021-53065308 021-63847229,,上海
上海萌芽中学,浦东新区塘桥路445号(塘桥路徐家弄路),021-50906903 021-58891127,,上海
上海南洋模范中学(本部),徐汇区零陵路453号,021-34690128 021-34690246,,上海
上海扬波中学,闸北区中华新路459弄10号(育婴堂路中华新路),021-56629586 021-56729290,,上海
上海亭林中学,金山区亭林镇和平南路86号,021-67230063,,上海
上海龙华中学,龙华西路292号,021-64566335,lhzx.xhedu.sh.cn,上海
上海怒江中学,枣阳路237号(近金沙江路),021-62548695 021-62605619,,上海
上海华育中学,徐汇区龙吟路99号(近华济路),021-54350909 021-64549038,,上海
上海杨园中学,浦东新区杨园镇卢家宅50号,021-68481609 021-68481818,,上海
上海玉华中学,普陀区交通路4276号(近同济大学),021-52842405 021-52842482,,上海
上海新桥中学,松江区新桥镇新南街39号,021-57642360 021-57645877,,上海
上海市建设中学,杭州路734号,021-65430741,,上海
上海张江中学,浦东新区张江镇江东路54号,021-58551206 021-58551296,,上海
上海邦德高级中学,浦东大道2311号,,,上海
上海华林中学,浦东新区申波路231号(芳草路申波路),021-58434865 021-58916407,,上海
上海华锐中学,徐汇区临江路28号(近龙水南路),021-54482383 021-54482384,http://www.hrms.cn,上海
上海新古北中学,长宁区玉屏南路640号(近古北路),021-62598206 021-62598340,,上海
上海新会中学,普陀区新会路25号(江宁路附近),021-62668785 021-62669570,,上海
上海国和中学,杨浦区中原路288号,021-65320512 021-65320544,,上海
上海漕泾中学,近郊金山区中一西路218号,021-57251335 021-57251336,,上海
上海西南位育中学(西校区),徐汇区宜山路671号(近第六人民医院),021-64704067 021-64855992,,上海
上海东升中学,杨浦区中原路(近殷行路),021-65053953 021-65323250,,上海
上海新杨中学,普陀区雪松路458弄88号(近绿杨路),021-62508880 021-66268880,,上海
上海包头中学,杨浦区包头路765弄11号,021-65320123 021-65324062,,上海
上海龙苑中学,黄石路85号(近龙吴路),021-54357601 021-54358566,,上海
上海昂立中学生教育(平凉路分部),杨浦区平凉路1730号(近工商银行),4008-105-008转3001,,上海
上海昂立中学生教育(同济校区),赤峰路43号三号楼201室,4008-105-008转3001,,上海
上海昂立中学生教育(金杨分部),浦东新区栖山路1805号建平实验学校(近金桥路),4008-105-008转3001,,上海
上海民办立达中学(东部校区),黄浦区车站支路90号(车站支路南车站路),021-63137445 021-63162775,,上海
上海朱行中学,朱林路128号,021-57270780 021-57273345,,上海
上海育林中学,近郊崇明县城桥镇育林桥路363号,021-69620282 021-69620711,,上海
上海辛灵中学,海州路268号,,,上海
上海凯慧中学,杨浦区大连路1530号(控江路附近),021-65047200 021-65153549,,上海
上海金卫中学,金山区金山卫镇学府路481号,021-57260526,,上海
上海雪野中学,上海市雪野路48号,021-58741136,,上海
上海交华中学,大华三路99号(近大华路),021-66366001 021-66366002,,上海
上海东风中学,瑞金一路100号,021-64375854,,上海
上海罗阳中学,闵行区罗阳二村105号(近罗锦路),021-64769279 021-64771494,,上海
上海合庆中学,东川公路5721号,021-58971208,http://www.shhqzx.cn,上海
上海前锋中学,中山北路2495弄兰风新村665号,021-62051931 021-62148720,,上海
上海新晖中学,瑞金南路385,021-63034053 021-63036922,,上海
上海市南汇区第一中学,上海市南汇区惠南镇卫星东路16号,021-58022940,http://tczx.nh.edu.sh.cn/website/index.asp,上海
天津育才学校,世纪大道191号,02225993012,,天津
天津卓群高级中学,天津市河西区白云路37号,28307858,,天津
