网页id,学校名称,省份,城市,区县,办学类型,办学性质,官方地址,官方网址,官方电话,电子邮箱,创建时间,占地面积(亩),隶属于,学校地址,学历证书,电子简章,国家级示范学校,国家级重点学校,省级示范学校,省级重点学校,市级重点学校,省级高水平中等职业学校,市级示范学校,其他可补充字段,职业
1279,大荔县职业教育中心,陕西,渭南市,大荔县,中等专业学校,公办,陕西渭南市大荔县,--,0913-3645001,--,--,45,大荔县教育局,渭南市大荔县许庄镇西街,--,--,,,,是,,,,,"{'计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '民族文化艺术类': ['民族音乐与舞蹈']}"
1280,华阴市职业教育中心,陕西,渭南市,华阴市,中等专业学校,公办,陕西渭南市华阴市,--,0913-8379691,602758688@qq.com,1985,20,华阴市教科局,华阴市太华北路4号,--,--,,,,,,,,,"{'道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用']}"
1281,渭南市华州区职业教育中心,陕西,渭南市,华州区,中等专业学校,公办,陕西渭南市华州区,--,--,--,2015,--,华州区教科局,渭南市华州区杏林镇310国道南侧,--,--,,,,,,,,,{'表演艺术类': ['木偶与皮影表演及制作']}
1282,潼关县职业教育中心,陕西,渭南市,潼关县,中等专业学校,公办,陕西渭南市潼关县,--,0913-3818031,--,,,--,--,--,,,,,,,,,,{}
1283,渭南市幼儿师范学校,陕西,渭南市,临渭区,职业高中,民办,陕西渭南市临渭区,--,0913-2167888,--,--,60,临渭区教育局,渭南市临渭区民生街北段,--,--,,,,,,,,,"{'农业类': ['设施农业生产技术'], '计算机类': ['计算机应用'], '教育类': ['幼儿保育'], '体育类': ['运动训练']}"
1284,渭南市西北理工职业学校,陕西,渭南市,临渭区,职业高中,民办,陕西渭南市临渭区,http://www.xblgxx.com/,0913-8100868,xibeiligong@163.com,2000,--,经开区教育局,渭南市经开区工业大道中段,--,--,,,,,,,,,{'化工技术类': ['化学工艺']}
1285,渭南西北新世纪职业中等专业学校,陕西,渭南市,临渭区,中等专业学校,民办,陕西渭南市临渭区,http://www.xbxsjzz.com/,0913-2099666,--,1992,187,高新区教育文体局,渭南市高新区石泉路中段,--,--,,,是,,,,,,"{'机械设计制造类': ['焊接技术应用'], '自动化类': ['机电技术应用'], '计算机类': ['计算机应用'], '艺术设计类': ['美发与形象设计']}"
1286,渭南联合职业学校,陕西,渭南市,临渭区,中等专业学校,民办,陕西渭南市临渭区,http://www.wngdxx.com/,0913-2114722,--,,,--,--,--,,,,是,,,,,,{'机械设计制造类': ['焊接技术应用']}
1287,渭南市东大职业学校,陕西,渭南市,临渭区,中等专业学校,民办,陕西渭南市临渭区,http://www.wnddzz.com,0913-2028826,--,--,--,临渭区教育局,渭南市临渭区站北路24号,--,,,,,,,,,,{'计算机类': ['计算机应用']}
1288,渭南市兴华职业学校,陕西,渭南市,临渭区,中等专业学校,民办,陕西渭南市临渭区,--,0913-2098936,WNXHZYXX @ 163.COM,1992,30,临渭区教育局,渭南市临渭区站南路24号,--,--,,,,,,,,,"{'新能源发电工程类': ['风力发电设备运行与维护'], '城市轨道交通类': ['城市轨道交通运营服务'], '表演艺术类': ['音乐表演']}"
1289,大荔县西北职业学校,陕西,渭南市,大荔县,中等专业学校,民办,陕西渭南市大荔县,http://www.dlxbzyxx.com/,0913-3783777,xbzyxx@126.com,1982,100,大荔县教育局,大荔县经济开发区晨光大道中段,--,--,,,,,,,,,"{'计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '教育类': ['幼儿保育'], '体育类': ['运动训练']}"
1290,渭南市红星中等职业学校,陕西,渭南市,临渭区,职业高中,民办,陕西渭南市临渭区,https://www.wnhxxx.com,0913-2198140,--,,,--,--,--,,,,,,,,,,{}
1291,宝塔区职业教育中心,陕西,延安市,宝塔区,中等专业学校,公办,陕西延安市宝塔区,--,0911-8050515,--,,,--,--,--,,,,,,,,,,{}
1292,延安市安塞区职业教育中心,陕西,延安市,安塞区,中等专业学校,公办,陕西延安市安塞区,--,--,--,--,21,安塞区教科体局,延安市安塞区白坪街道办白坪村,--,--,,,,,,,,,"{'计算机类': ['计算机应用'], '表演艺术类': ['舞蹈表演']}"
1293,延川县职教中心,陕西,延安市,延川县,中等专业学校,公办,陕西延安市延川县,--,0911-8516670,ycedu0911@qq.com,1983,130,延川县教科体局,延安市延川县永坪镇永高路1号,--,--,,,,,,,,,{'计算机类': ['计算机应用']}
1294,子长市职业教育中心,陕西,延安市,子长县,中等专业学校,公办,陕西延安市子长县,--,0911-7124240,--,1996,--,子长市教科体局,子长市瓦窑堡镇刘家沟村迎宾路125号,--,--,,,,,,,,,"{'农业类': ['设施农业生产技术'], '煤炭类': ['矿山机电'], '电力技术类': ['供用电技术'], '机械设计制造类': ['数控技术应用'], '计算机类': ['计算机应用'], '护理类': ['护理'], '教育类': ['幼儿保育']}"
1295,志丹县职业技术教育中心,陕西,延安市,志丹县,中等专业学校,公办,陕西延安市志丹县,--,0911-6639246,--,,,--,--,--,,,,,,,,,,{}
1296,宜川县职业教育中心,陕西,延安市,宜川县,中等专业学校,公办,陕西延安市宜川县,--,0911-8371230,--,,,--,--,--,,,,,,,,,,{}
1297,黄龙县职业教育中心,陕西,延安市,黄龙县,中等专业学校,公办,陕西延安市黄龙县,--,0911-5622602,--,1983,18,黄龙县教育科技体育局,延安市黄龙县河滨大道东段,--,--,,,,,,,,,"{'计算机类': ['计算机应用'], '旅游类': ['旅游服务与管理'], '教育类': ['幼儿保育']}"
1298,黄陵县职业教育中心,陕西,延安市,黄陵县,中等专业学校,公办,陕西延安市黄陵县,--,0911-5408701,--,,,--,--,--,,,,,,,,,,{}
1299,榆林市横山区职业技术教育中心,陕西,榆林市,横山区,中等专业学校,公办,陕西榆林市横山区,http://www.ylhszj.cn,0912-7660669,sxhszj@126.com,,,--,--,--,,,是,是,,,,,,"{'煤炭类': ['采矿技术'], '自动化类': ['机电技术应用'], '纺织服装类': ['服装制作与生产管理'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '教育类': ['幼儿保育']}"
1300,绥德县职业技术教育中心,陕西,榆林市,绥德县,中等专业学校,公办,陕西榆林市绥德县,http://www.sdxzj.net,0912-5767577,--,2007,144,绥德县教育和体育局,榆林市绥德县名州镇师范路南侧,--,--,,,,,,,,,"{'自动化类': ['机电技术应用'], '道路运输类': ['汽车运用与维修'], '城市轨道交通类': ['城市轨道交通运营服务'], '民族文化艺术类': ['民族音乐与舞蹈'], '教育类': ['幼儿保育']}"
1301,米脂县职业技术教育中心,陕西,榆林市,米脂县,中等专业学校,公办,陕西榆林市米脂县,http://www.mzzjzx.com,0912-6235786,--,--,60,米脂县教育和体育局,榆林市米脂县银州镇北门川88号,--,--,,,是,,,,,,"{'农业类': ['设施农业生产技术'], '机械设计制造类': ['焊接技术应用'], '航空装备类': ['无人机操控与维护'], '化工技术类': ['化学工艺'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '护理类': ['护理'], '电子商务类': ['电子商务'], '物流类': ['物流服务与管理'], '教育类': ['幼儿保育']}"
1302,清涧县职业技术教育中心,陕西,榆林市,清涧县,中等专业学校,公办,陕西榆林市清涧县,--,0912-5262758,--,1960,7,清涧县教育和体育局,清涧县宽州镇岔口新城区,--,--,,,,,,,,,"{'计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '艺术设计类': ['工艺美术'], '教育类': ['幼儿保育']}"
1303,子洲县职业教育中心,陕西,榆林市,子洲县,中等专业学校,公办,陕西榆林市子洲县,--,0912-7223201,--,2003,81,子洲县教育和体育局,榆林市子洲县城关镇姚家砭村,--,--,,,,,,,,,"{'计算机类': ['计算机应用'], '教育类': ['幼儿保育']}"
1304,榆林东方职业技术学校,陕西,榆林市,榆阳区,职业高中,民办,陕西榆林市榆阳区,--,0912-6085741,--,1998,80,榆阳区教育和体育局,榆林市榆阳区秦庄路98号,--,--,,,,,,,,,"{'自动化类': ['机电技术应用'], '航空运输类': ['航空服务'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '教育类': ['幼儿保育']}"
1305,汉中市科技职业中等专业学校,陕西,汉中市,城固县,中等专业学校,公办,陕西汉中市城固县,--,0916-7210189,--,,,--,--,--,,,,是,是,,,,,{}
1306,汉中市第一职业中等专业学校,陕西,汉中市,汉台区,中等专业学校,公办,陕西汉中市汉台区,--,0916-2615011,--,1982,56,汉台区教体局,汉中市莲湖路东段,--,--,,,,,,,,,"{'安全类': ['安全技术与管理'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机网络技术', '计算机平面设计'], '旅游类': ['旅游服务与管理', '高星级饭店运营与管理'], '餐饮类': ['中西面点'], '文化服务类': ['社会文化艺术'], '广播影视类': ['播音与主持']}"
1307,南郑县职业教育中心,陕西,汉中市,南郑区,中等专业学校,公办,陕西汉中市南郑区,--,0916-5512326,--,--,94,汉中市南郑区教育体育局,汉中市南郑区汉山街道办南新街7号,--,--,,,,,,,,,"{'土建施工类': ['建筑工程施工'], '机械设计制造类': ['数控技术应用'], '纺织服装类': ['服装设计与工艺'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '餐饮类': ['中餐烹饪']}"
1308,城固县职业教育中心,陕西,汉中市,城固县,中等专业学校,公办,陕西汉中市城固县,--,0916-7212695,--,1986,60,城固县教体局,汉中市城固县朝阳路中段,--,--,,是,,,,,,,"{'自动化类': ['工业机器人技术应用'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '电子商务类': ['电子商务'], '餐饮类': ['中餐烹饪']}"
1309,略阳县天津职业技术教育中心学校,陕西,汉中市,略阳县,中等专业学校,公办,陕西汉中市略阳县,--,0916-4830831,--,1982,81,略阳县教体局,汉中市略阳县接官亭镇蹇家坝村,--,--,,,,,,,,,"{'机械设计制造类': ['数控技术应用'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机平面设计'], '工商管理类': ['客户信息服务'], '旅游类': ['旅游服务与管理']}"
1310,汉阴县职业技术教育培训中心,陕西,安康市,汉阴县,中等专业学校,公办,陕西安康市汉阴县,--,0915-8216999,--,2008,60,汉阴县教育体育和科技局,安康市汉阴县城南开发区永安路,--,--,,,,,,,,,"{'机电设备类': ['电梯安装与维修保养'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '教育类': ['幼儿保育']}"
1311,石泉县职业技术教育中心,陕西,安康市,石泉县,中等专业学校,公办,陕西安康市石泉县,--,0915-6311023,--,,,--,--,--,,是,是,是,,,,,,{}
1312,岚皋县职业教育中心,陕西,安康市,岚皋县,中等专业学校,公办,陕西安康市岚皋县,--,0915-2521415,--,1982,100,岚皋县教育体育局,安康市岚皋县城关镇堰溪街文苑巷5号,--,--,,,,,,,,,"{'机电设备类': ['智能设备运行与维护(工业机器人技术应用)'], '自动化类': ['工业机器人技术应用'], '纺织服装类': ['服装制作与生产管理'], '计算机类': ['计算机应用'], '康复治疗类': ['康复技术'], '电子商务类': ['电子商务'], '艺术设计类': ['美发与形象设计', '美容美体艺术']}"
1313,平利县职业教育中心,陕西,安康市,平利县,中等专业学校,公办,陕西安康市平利县,--,0915-8427580,--,1996,197,平利县教育体育和科技局,安康市平利县城关镇陈家坝工业园区391号,--,--,,,,,,,,,"{'农业类': ['茶叶生产与加工'], '电子信息类': ['电子技术应用'], '电子商务类': ['电子商务']}"
1314,旬阳县职业中等专业学校,陕西,安康市,旬阳县,中等专业学校,公办,陕西安康市旬阳县,http://www.xyzjzx.com/,0915-7201102,--,,,--,--,--,,是,是,是,,,,,,"{'机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用'], '汽车制造类': ['汽车制造与检测'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '电子信息类': ['电子技术应用'], '护理类': ['护理'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理']}"
1315,白河县职业教育中心,陕西,安康市,白河县,中等专业学校,公办,陕西安康市白河县,--,0915-7822931,--,1958,--,白河县教育体育和科技局,安康市白河县城关镇长春路,--,--,,,,是,,,,,"{'机械设计制造类': ['数控技术应用'], '机电设备类': ['电梯安装与维修保养'], '计算机类': ['计算机应用'], '艺术设计类': ['美容美体艺术', '美发与形象设计'], '教育类': ['幼儿保育']}"
1316,安康育英中等职业学校,陕西,安康市,汉滨区,中等专业学校,民办,陕西安康市汉滨区,http://www.akyyzx.com,0915-8118504,--,1999,30,安康市教育体育局,安康市长岭南路,--,--,,,,,,,,,"{'道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['高星级饭店运营与管理'], '民族文化艺术类': ['民族音乐与舞蹈'], '公共服务类': ['老年人服务与管理']}"
1317,安康职业中等专业学校,陕西,安康市,汉滨区,中等专业学校,公办,陕西安康市汉滨区,--,0915-8177576,--,1966,--,安康市教育体育局,安康市汉滨区江北七里沟10号,--,--,,是,,是,,,,,"{'土建施工类': ['建筑工程施工'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '护理类': ['护理'], '教育类': ['幼儿保育'], '公共服务类': ['老年人服务与管理']}"
1318,洛南县职业技术教育中心,陕西,商洛市,洛南县,中等专业学校,公办,陕西商洛市洛南县,--,0914-7380851,--,,,--,--,--,,是,,是,是,,,,,{}
1319,丹凤县职业技术教育培训中心,陕西,商洛市,丹凤县,中等专业学校,公办,陕西商洛市丹凤县,--,0914-3373124,--,--,64,丹凤县科技和教育体育局,商洛市丹凤县商镇老君社区,--,--,,,,,,,,,"{'道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '物流类': ['物流服务与管理'], '教育类': ['幼儿保育']}"
1320,山阳县职业教育中心,陕西,商洛市,山阳县,中等专业学校,公办,陕西商洛市山阳县,--,0914-8328125,--,,,--,--,--,,,,是,,,,,,{}
1321,柞水县职业中等专业学校,陕西,商洛市,柞水县,中等专业学校,公办,陕西商洛市柞水县,--,0914-4351358,--,,,--,--,--,,,是,,,,,,,{}
1322,上海信息技术学校,上海,上海,普陀区,中等专业学校,公办,上海市普陀区,https://www.shitac.net,021-62506426,--,1959,150,--,中国上海真南路1008号,--,--,是,是,,,,,,,"{'自动化类': ['工业机器人技术应用'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['康养休闲旅游服务'], '教育类': ['幼儿保育']}"
1323,上海市商业学校,上海,上海,静安区,中等专业学校,公办,上海市静安区,http://www.shangxiao.cn,021-66305225,--,,,--,--,--,,是,是,,,,,,,{}
1324,上海市建筑工程学校,上海,上海,闵行区,中等专业学校,公办,上海市闵行区,https://www.shjgxx.edu.cn,021-64500534,shjx@shjgxx.edu.cn,1960,--,上海城建职业学院,上海市闵行区龙吴路4989号,--,--,是,是,,,,,,,"{'建筑设计类': ['建筑装饰技术'], '土建施工类': ['建筑工程施工'], '建筑设备类': ['建筑水电设备安装与运维'], '建设工程管理类': ['建筑工程造价'], '护理类': ['护理']}"
1325,上海市奉贤中等专业学校,上海,上海,奉贤区,中等专业学校,公办,上海市奉贤区,http://www.fxzz.sh.cn,021-67101045,--,1984,--,--,上海市奉贤区八字桥路626号,--,--,是,是,,,,,,,"{'市政工程类': ['城市燃气智能输配与应用'], '机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用', '工业机器人技术应用'], '道路运输类': ['汽车运用与维修'], '计算机类': ['数字媒体技术应用', '计算机平面设计'], '财务会计类': ['会计事务'], '旅游类': ['高星级饭店运营与管理'], '餐饮类': ['中餐烹饪'], '教育类': ['幼儿保育']}"
1326,上海市交通学校,上海,上海,宝山区,中等专业学校,公办,上海市宝山区,http://www.shjtxx.net/,021-56997213,--,,,--,--,--,,是,是,,,,,,,{}
1327,上海市工商外国语学校,上海,上海,徐汇区,中等专业学校,公办,上海市徐汇区,http://www.sgsw.edu.cn,021-64763038,--,,,--,--,--,,,是,,,,,,,{}
1328,上海市贸易学校,上海,上海,杨浦区,中等专业学校,公办,上海市杨浦区,http://www.shsmyxx.com,021-65982277,--,1964,60,--,赤峰校区：赤峰路43号,--,--,是,是,,,,,,,"{'粮食类': ['粮油储运与检验技术'], '电子信息类': ['物联网技术应用'], '计算机类': ['数字媒体技术应用(新媒体影视)', '计算机网络技术'], '通信类': ['现代通信技术应用'], '经济贸易类': ['国际商务'], '餐饮类': ['西餐烹饪'], '教育类': ['幼儿保育']}"
1329,上海市航空服务学校,上海,上海,浦东新区,中等专业学校,公办,上海市浦东新区,http://www.shhkfw.pudong-edu.sh.cn,021-58921462,--,--,100,--,北校区：浦东新区川环南路266号,--,--,,是,,,,,,,"{'自动化类': ['机电技术应用'], '航空运输类': ['航空服务(空中乘务)', '航空服务(空港地面服务)', '航空服务(民航安全检查)', '飞机设备维修', '民航运输服务'], '旅游类': ['会展服务与管理'], '表演艺术类': ['服装表演']}"
1330,上海石化工业学校,上海,上海,金山区,中等专业学校,公办,上海市金山区,https://spa.jsedu.sh.cn/,021-31153560,--,,,--,--,--,,,是,,,,,,,{}
1331,上海工商信息学校,上海,上海,青浦区,中等专业学校,公办,上海市青浦区,http://gsxx.qpedu.cn,021-59710101,gsxxedu@163.com,1985,155,--,上海市青浦区公园东路2025号,--,--,,,,,,,,,"{'机械设计制造类': ['数控技术应用'], '自动化类': ['工业机器人技术应用'], '计算机类': ['计算机应用', '计算机网络技术'], '财务会计类': ['会计事务'], '工商管理类': ['市场营销'], '旅游类': ['会展服务与管理', '旅游服务与管理'], '餐饮类': ['中餐烹饪'], '语言类': ['商务英语']}"
1332,上海市医药学校,上海,上海,浦东新区,中等专业学校,公办,上海市浦东新区,https://www.spsedu.cn,021-58856080,--,,,--,--,--,,是,是,,,,,,,{}
1333,上海市工业技术学校,上海,上海,徐汇区,中等专业学校,公办,上海市徐汇区,https://www.shgyjs.cn,021-54091100,leiguanghong@shgyjs.cn,1963,--,--,上海市徐汇区喜泰支路8号,--,--,,是,,,,,,,"{'机械设计制造类': ['数控技术应用', '模具制造技术', '增材制造技术应用', '工业产品质量检测技术'], '机电设备类': ['制冷和空调设备运行与维护'], '自动化类': ['机电技术应用', '工业机器人技术应用'], '轻化工类': ['钟表维修'], '电子信息类': ['电子信息技术'], '计算机类': ['数字媒体技术应用'], '眼视光类': ['眼视光与配镜']}"
1334,上海市西南工程学校,上海,上海,闵行区,中等专业学校,公办,上海市闵行区,https://xngc.mhedu.sh.cn,021-54993602,--,1985,73,上海市闵行区教育局,闵行区都会路3552号,--,--,,是,,,,,,,"{'建筑设备类': ['建筑智能化设备安装与运维'], '电子信息类': ['物联网技术应用'], '财务会计类': ['会计事务'], '艺术设计类': ['工艺美术'], '广播影视类': ['动漫与游戏制作']}"
1335,上海港湾学校,上海,上海,浦东新区,中等专业学校,公办,上海市浦东新区,https://www.shmtu.net,021-58711692,--,,,--,--,--,,,是,,,,,,,{}
1336,上海市卫生学校,上海,上海,徐汇区,中等专业学校,公办,上海市徐汇区,http://www.shwsxs.com/,--,shwsxx@souhu.com,,,--,--,--,,,是,,,,,,,{}
1337,上海科技管理学校,上海,上海,杨浦区,中等专业学校,公办,上海市杨浦区,https://www.shkg.net,021-65569899,--,1960,--,--,上海市杨浦区民星路435号,--,--,,是,,,,,,,{}
1338,上海市材料工程学校,上海,上海,徐汇区,中等专业学校,公办,上海市徐汇区,https://www.shclgc.net,021-54306082,--,,,--,--,--,,,是,,,,,,,"{'建筑材料类': ['新型建筑材料生产技术'], '机电设备类': ['智能设备运行与维护'], '自动化类': ['工业机器人技术应用'], '药品与医疗器械类': ['生物药物检验'], '艺术设计类': ['工艺美术(室内艺术设计与制作)']}"
1339,上海电力工业学校,上海,上海,闵行区,中等专业学校,,上海市闵行区,http://www.shepschool.com/,021-64355111,--,,,--,--,--,,,是,,,,,,,{}
1340,上海市第二轻工业学校,上海,上海,浦东新区,中等专业学校,公办,上海市浦东新区,https://www.eqxx.edu.cn,021-58857650,--,,,--,--,--,,,是,,,,,,,{}
1341,上海市房地产学校,上海,上海,青浦区,中等专业学校,公办,上海市青浦区,https://www.shfdcxx.com/,021-59889098,shsfdcxx@163.com,,,--,--,--,,,,,,,,,,{}
1342,上海市农业学校,上海,上海,松江区,中等专业学校,公办,上海市松江区,http://www.nyxx.sh.cn/,021-57822666,--,,,--,--,--,,,,,,,,,,{}
1343,上海市金山食品工业学校,上海,上海,金山区,中等专业学校,,上海市金山区,--,--,--,,,--,--,--,,,,,,,,,,{}
1344,上海市经济管理学校,上海,上海,普陀区,中等专业学校,公办,上海市普陀区,https://sems.edu.sh.cn,021-62772423,--,,,--,--,--,,,是,,,,,,,"{'电子信息类': ['物联网技术应用'], '计算机类': ['数字媒体技术应用'], '金融类': ['金融事务'], '财务会计类': ['会计事务'], '语言类': ['商务德语', '商务日语']}"
1345,上海市园林学校,上海,上海,徐汇区,中等专业学校,,上海上海市徐汇区,http://www.chengxiao.sh.cn/,021-64571626,webmaster@chengxiao.sh.cn,--,--,--,上海市龙水北路999号,--,,,,,,,,,,{}
1346,上海市药剂学校,上海,上海,普陀区,中等专业学校,,上海市普陀区,--,--,--,,,--,--,--,,,,,,,,,,{}
1347,上海燎原中等专业学校,上海,上海,闵行区,中等专业学校,,上海市闵行区,--,--,--,1992,--,--,平阳路150号,--,--,,,,,,,,,{}
1348,上海市东辉职业技术学校,上海,上海,浦东新区,中等专业学校,,上海市浦东新区,http://www.vsdh.pudong-edu.sh.cn/WSPM/,021-68456766,--,,,--,--,--,,是,是,,,,,,,{}
1349,上海市杨浦职业技术学校,上海,上海,杨浦区,中等专业学校,公办,上海市杨浦区,http://www.ypzhixiao.edu.sh.cn,021-55963421,--,,,--,--,--,,,是,,,,,,,"{'机械设计制造类': ['数控技术应用'], '道路运输类': ['汽车车身修复', '汽车运用与维修'], '计算机类': ['计算机应用'], '旅游类': ['高星级饭店运营与管理'], '餐饮类': ['中餐烹饪', '中西面点'], '艺术设计类': ['艺术设计与制作'], '广播影视类': ['动漫与游戏制作'], '教育类': ['幼儿保育']}"
1350,中华职业学校,上海,上海,黄浦区,中等专业学校,公办,上海市黄浦区,https://zhonghua.hpe.cn,021-63036110,--,1918,--,--,上海市黄浦区打浦路303弄16号,--,--,,是,,,,,,,{}
1351,上海市商贸旅游学校,上海,上海,浦东新区,中等专业学校,公办,上海市浦东新区,https://smly.hpe.cn,021-63220006,smly189@163.com,,,--,--,--,,,,,,,,,,{}
